,"Trade Date","Order ID","Action","Sym/Description",,,"Qty","Price","Comm","Amount"
,,,,"SETTLEMENT DATE: 11/28/2014","",,,,,
,"11/24/2014","ABUF3920","Buy","SYMBOL: WM","WM",,30,48.65,2.5,-1462
,,,,"WASTE MANAGEMENT INC DEL","",,,,,
,,,,"SETTLEMENT DATE: 11/28/2014","",,,,,
,"11/24/2014","ABUF3891","Buy","SYMBOL: USO","USO",,27,29.16,2.5,-789.82
,,,,"UNITED STATES OIL FUND LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 11/28/2014","",,,,,
,"11/24/2014",,"EXPIRED","PUT LENNAR CORP $42 EXP 11/22/14","",,-5,0,0,0
,"11/19/2014","ABUE2435","Sell","SYMBOL: X","X",,50,34.27,2.51,1710.95
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 11/24/2014","",,,,,
,"11/19/2014","ABUC9376","Sell","SYMBOL: BTU","BTU",,300,10.78,2.54,3231.38
,,,,"PEABODY ENERGY CORP","",,,,,
,,,,"SETTLEMENT DATE: 11/24/2014","",,,,,
,"11/19/2014","ABUE3262","Sell","SYMBOL: BBRY","BBR",,100,10.21,2.51,1018.46
,,,,"BLACKBERRY LTD","",,,,,
,,,,"SETTLEMENT DATE: 11/24/2014","",,,,,
,"11/18/2014","ABUE3477","Buy","SYMBOL: USO","USO",,50,28.3,2.5,-1417.5
,,,,"UNITED STATES OIL FUND LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 11/21/2014","",,,,,
,"11/18/2014","ABUE3116","Buy","SYMBOL: BBRY","BBR",,100,10.95,2.5,-1097.5
,,,,"BLACKBERRY LTD","",,,,,
,,,,"SETTLEMENT DATE: 11/21/2014","",,,,,
,"11/17/2014","ABUE2418","Buy","SYMBOL: X","X",,50,36.12,2.5,-1808.5
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 11/20/2014","",,,,,
,"11/17/2014",,,"N&A CHG REST","",,0,0,0,0
,"11/14/2014","ABUD0436","Sell","SYMBOL: ROST","ROS",,28,81.07,2.51,2267.39
,,,,"ROSS STORES INC","",,,,,
,,,,"SETTLEMENT DATE: 11/19/2014","",,,,,
,"11/13/2014","ABUD5687","Buy","SYMBOL: IPG","IPG",,100,19.52,2.5,-1954.5
,,,,"INTERPUBLIC GROUP COMPANY INC","",,,,,
,,,,"SETTLEMENT DATE: 11/18/2014","",,,,,
,"11/13/2014","ABUD5622","Buy","SYMBOL: WY","WY",,40,34.16,2.5,-1368.9
,,,,"WEYERHAEUSER COMPANY","",,,,,
,,,,"SETTLEMENT DATE: 11/18/2014","",,,,,
,"11/12/2014","ABUD0575","Sell","SYMBOL: WY","WY",,80,33.92,2.51,2711.03
,,,,"WEYERHAEUSER COMPANY","",,,,,
,,,,"SETTLEMENT DATE: 11/17/2014","",,,,,
,"11/12/2014","ABUD3218","Buy","SYMBOL: GDX","GDX",,80,18.31,2.5,-1467.3
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 11/17/2014","",,,,,
,"11/12/2014","ABUD2768","Buy","SYMBOL: GAS","GAS",,42,51.95,2.5,-2184.4
,,,,"AGL RESOURCES INC","",,,,,
,,,,"SETTLEMENT DATE: 11/17/2014","",,,,,
,"11/12/2014","ABUD1559","Sell","SYMBOL: ESV","ESV",,50,39.06,2.51,1950.44
,,,,"ENSCO PLC CL A","",,,,,
,,,,"SETTLEMENT DATE: 11/17/2014","",,,,,
,"11/12/2014","ABUD0453","Sell","SYMBOL: WB","WB",,100,18.92,2.51,1889.44
,,,,"WEIBO CORP SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 11/17/2014","",,,,,
,"11/11/2014","ABUD0594","Sell","SYMBOL: GAS","GAS",,50,53.55,2.51,2674.93
,,,,"AGL RESOURCES INC","",,,,,
,,,,"SETTLEMENT DATE: 11/14/2014","",,,,,
,"11/11/2014","ABUD0659","Buy","SYMBOL: ESV","ESV",,50,40.07,2.5,-2006
,,,,"ENSCO PLC CL A","",,,,,
,,,,"SETTLEMENT DATE: 11/14/2014","",,,,,
,"11/11/2014","ABUD0621","Buy","SYMBOL: AEM","AEM",,100,23.6,2.5,-2362.5
,,,,"AGNICO-EAGLE MINES LTD","",,,,,
,,,,"SETTLEMENT DATE: 11/14/2014","",,,,,
,"11/11/2014","ABUC5780","Sell","SYMBOL: USO","USO",,73,29.25,2.51,2132.69
,,,,"UNITED STATES OIL FUND LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 11/14/2014","",,,,,
,"11/10/2014","ABUC8899","Sell","SYMBOL: GDX","GDX",,80,17.395,2.51,1389.05
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 11/14/2014","",,,,,
,"11/10/2014","ABUC8868","Buy","SYMBOL: GDX","GDX",,80,17.61,2.5,-1411.3
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 11/14/2014","",,,,,
,"11/07/2014","ABUC5583","Sell","SYMBOL: CMCSA","CMC",,40,54.45,2.51,2175.44
,,,,"COMCAST CORP CL A NEW","",,,,,
,,,,"SETTLEMENT DATE: 11/13/2014","",,,,,
,"11/07/2014","ABUC3917","Buy","SYMBOL: ABX","ABX",,100,11.25,2.5,-1127.5
,,,,"BARRICK GOLD CORP","",,,,,
,,,,"SETTLEMENT DATE: 11/12/2014","",,,,,
,"11/07/2014","ABUC6170","Buy","SYMBOL: EDU","EDU",,50,22.54,2.5,-1129.5
,,,,"NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC","",,,,,
,,,,"SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 11/13/2014","",,,,,
,"11/07/2014","ABUC5875","Buy","SYMBOL: GAS","GAS",,50,54.875,2.5,-2746.25
,,,,"AGL RESOURCES INC","",,,,,
,,,,"SETTLEMENT DATE: 11/13/2014","",,,,,
,"11/07/2014","ABUC5723","Buy","SYMBOL: USO","USO",,73,29.99,2.5,-2191.77
,,,,"UNITED STATES OIL FUND LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 11/13/2014","",,,,,
,"11/05/2014","ABUB6400","Sell","SYMBOL: GDX","GDX",,70,16.99,2.51,1186.76
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 11/10/2014","",,,,,
,"11/05/2014","ABUB5563","Sell","SYMBOL: DDD","DDD",,55,36.34,2.51,1996.14
,,,,"3D SYSTEMS CORP DEL NEW","",,,,,
,,,,"SETTLEMENT DATE: 11/10/2014","",,,,,
,"11/04/2014","ABUB5591","Sell","SYMBOL: NLY","NLY",,100,11.295,2.52,1126.95
,,,,"ANNALY CAPITAL MANAGEMENT INC","",,,,,
,,,,"SETTLEMENT DATE: 11/07/2014","",,,,,
,"11/04/2014","ABUB5608","Sell","SYMBOL: X","X",,30,38.37,2.51,1148.56
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 11/07/2014","",,,,,
,"11/03/2014","ABUB6615","Buy","SYMBOL: BTU","BTU",,100,10.64,2.5,-1066.5
,,,,"PEABODY ENERGY CORP","",,,,,
,,,,"SETTLEMENT DATE: 11/06/2014","",,,,,
,"11/03/2014","ABUB6383","Buy","SYMBOL: BTU","BTU",,100,10.64,2.5,-1066.5
,,,,"PEABODY ENERGY CORP","",,,,,
,,,,"SETTLEMENT DATE: 11/06/2014","",,,,,
,"11/03/2014","ABUB6366","Buy","SYMBOL: BTU","BTU",,100,10.75,2.5,-1077.5
,,,,"PEABODY ENERGY CORP","",,,,,
,,,,"SETTLEMENT DATE: 11/06/2014","",,,,,
,"11/03/2014","ABUB5636","Buy","SYMBOL: GDX","GDX",,70,17.35,2.5,-1217
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 11/06/2014","",,,,,
,"10/31/2014",,"DIVIDEND PAYMENT","SYMBOL: NLY","NLY",,100,0,0,30
,,,,"ANNALY CAPITAL MANAGEMENT INC","",,,,,
,,,,"103114 100","",,,,,
,,,,"SETTLEMENT DATE: 10/31/2014","",,,,,
,"10/30/2014","ABTX2001","Sell","SYMBOL: GDX","GDX",,100,19.43,2.51,1940.44
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 11/04/2014","",,,,,
,"10/29/2014","ABTZ5074","Sell","SYMBOL: WNC","WNC",,170,11.89,2.52,2018.73
,,,,"WABASH NATIONAL CORP","",,,,,
,,,,"SETTLEMENT DATE: 11/03/2014","",,,,,
,"10/27/2014","ABUA2029","Buy","SYMBOL: CMCSA","CMC",,40,54.39,2.5,-2178.1
,,,,"COMCAST CORP CL A NEW","",,,,,
,,,,"SETTLEMENT DATE: 10/30/2014","",,,,,
,"10/24/2014",,"DIVIDEND PAYMENT","SYMBOL: GG","GG",,77,0,0,3.85
,,,,"GOLDCORP INC NEW 102414 77","",,,,,
,,,,"SETTLEMENT DATE: 10/24/2014","",,,,,
,"10/23/2014","ABTZ8035","Buy","SYMBOL: X","X",,30,36.99,2.5,-1112.2
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 10/28/2014","",,,,,
,"10/23/2014","ABTX0518","Sell","SYMBOL: UNG","UNG",,100,19.5,2.51,1947.44
,,,,"UNITED STATES NAT GAS FUND PAR $0.001","",,,,,
,,,,"LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 10/28/2014","",,,,,
,"10/23/2014","ABTY4706","Sell","SYMBOL: AEM","AEM",,80,28.61,2.51,2286.23
,,,,"AGNICO-EAGLE MINES LTD","",,,,,
,,,,"SETTLEMENT DATE: 10/28/2014","",,,,,
,"10/22/2014","ABTZ5052","Sell","SYMBOL: SD","SD",,200,4.08,2.52,813.46
,,,,"SANDRIDGE ENERGY INC","",,,,,
,,,,"SETTLEMENT DATE: 10/27/2014","",,,,,
,"10/22/2014","ABTZ5086","Sell","SYMBOL: X","X",,60,35.19,2.51,2108.84
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 10/27/2014","",,,,,
,"10/20/2014","ABTZ0356","Buy-Put-Open","SYMBOL: LEN.P.42.00.20141122","LEN",,5,1.41,5.2,-710.2
,,,,"PUT LENNAR CORP $42 EXP 11/22/14","",,,,,
,,,,"SETTLEMENT DATE: 10/21/2014","",,,,,
,"10/20/2014","ABTZ0216","Buy","SYMBOL: DDD","DDD",,55,41.91,2.5,-2307.55
,,,,"3D SYSTEMS CORP DEL NEW","",,,,,
,,,,"SETTLEMENT DATE: 10/23/2014","",,,,,
,"10/20/2014","ABTY4743","Sell","SYMBOL: DSW","DSW",,70,29.36,2.51,2052.64
,,,,"DSW INC CLASS A","",,,,,
,,,,"SETTLEMENT DATE: 10/23/2014","",,,,,
,"10/17/2014","ABTY7486","Buy","SYMBOL: MSFT","MSF",,50,43.43,2.5,-2174
,,,,"MICROSOFT CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/22/2014","",,,,,
,"10/17/2014","ABTY7130","Buy","SYMBOL: WB","WB",,100,18.84,2.5,-1886.5
,,,,"WEIBO CORP SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 10/22/2014","",,,,,
,"10/16/2014","ABTY5807","Buy","SYMBOL: X","X",,60,32.83,2.5,-1972.3
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 10/21/2014","",,,,,
,"10/16/2014","ABTY4750","Buy","SYMBOL: WNC","WNC",,170,11.79,2.5,-2006.8
,,,,"WABASH NATIONAL CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/21/2014","",,,,,
,"10/16/2014","ABTY4597","Buy","SYMBOL: DSW","DSW",,70,30.32,2.5,-2124.9
,,,,"DSW INC CLASS A","",,,,,
,,,,"SETTLEMENT DATE: 10/21/2014","",,,,,
,"10/16/2014","ABTY4017","Buy","SYMBOL: SD","SD",,200,4.24,2.5,-850.5
,,,,"SANDRIDGE ENERGY INC","",,,,,
,,,,"SETTLEMENT DATE: 10/21/2014","",,,,,
,"10/15/2014","ABTX9437","Sell","SYMBOL: HAL","HAL",,43,48.32,2.52,2075.19
,,,,"HALLIBURTON COMPANY","",,,,,
,,,,"SETTLEMENT DATE: 10/20/2014","",,,,,
,"10/14/2014","ABTX9431","Buy","SYMBOL: HAL","HAL",,43,50.54,2.5,-2175.72
,,,,"HALLIBURTON COMPANY","",,,,,
,,,,"SETTLEMENT DATE: 10/17/2014","",,,,,
,"10/14/2014","ABTX7071","Sell","SYMBOL: EDU","EDU",,100,21.36,2.51,2133.44
,,,,"NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC","",,,,,
,,,,"SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 10/17/2014","",,,,,
,"10/13/2014","ABTX1886","Sell","SYMBOL: EXC","EXC",,70,34.36,2.51,2402.63
,,,,"EXELON CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/16/2014","",,,,,
,"10/13/2014","ABTX7042","Buy","SYMBOL: EDU","EDU",,100,22.45,2.5,-2247.5
,,,,"NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC","",,,,,
,,,,"SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 10/16/2014","",,,,,
,"10/13/2014","ABTX6654","Buy","SYMBOL: ROST","ROS",,28,77.25,2.5,-2165.5
,,,,"ROSS STORES INC","",,,,,
,,,,"SETTLEMENT DATE: 10/16/2014","",,,,,
,"10/13/2014","ABTX5311","Sell","SYMBOL: JMEI","JME",,90,23.5,2.51,2112.44
,,,,"JUMEI INTL HLDG LTD SPONS ADR CL A","",,,,,
,,,,"SETTLEMENT DATE: 10/16/2014","",,,,,
,"10/10/2014","ABTX5019","Buy","SYMBOL: JMEI","JME",,90,24.96,2.5,-2248.9
,,,,"JUMEI INTL HLDG LTD SPONS ADR CL A","",,,,,
,,,,"SETTLEMENT DATE: 10/16/2014","",,,,,
,"10/08/2014","ABTW9740","Buy","SYMBOL: UNG","UNG",,100,20.82,2.5,-2084.5
,,,,"UNITED STATES NAT GAS FUND PAR $0.001","",,,,,
,,,,"LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 10/14/2014","",,,,,
,"10/08/2014","ABTU4086","Sell","SYMBOL: GG","GG",,80,22.45,2.52,1793.44
,,,,"GOLDCORP INC NEW","",,,,,
,,,,"SETTLEMENT DATE: 10/14/2014","",,,,,
,"10/08/2014","ABTW9668","Buy","SYMBOL: AEM","AEM",,80,28.73,2.5,-2300.9
,,,,"AGNICO-EAGLE MINES LTD","",,,,,
,,,,"SETTLEMENT DATE: 10/14/2014","",,,,,
,"10/08/2014","ABTW6076","Sell","SYMBOL: ESV","ESV",,57,37.4,2.51,2129.24
,,,,"ENSCO PLC CL A","",,,,,
,,,,"SETTLEMENT DATE: 10/14/2014","",,,,,
,"10/06/2014","ABTW6066","Buy","SYMBOL: GDX","GDX",,100,21.03,2.5,-2105.5
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 10/09/2014","",,,,,
,"10/06/2014","ABTW5887","Buy","SYMBOL: ESV","ESV",,57,38.1,2.5,-2174.2
,,,,"ENSCO PLC CL A","",,,,,
,,,,"SETTLEMENT DATE: 10/09/2014","",,,,,
,"10/03/2014","ABTV6779","Sell","SYMBOL: GDX","GDX",,100,21.01,2.51,2098.44
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 10/08/2014","",,,,,
,"10/03/2014","ABTW0178","Sell","SYMBOL: AEM","AEM",,70,28.67,2.51,2004.34
,,,,"AGNICO-EAGLE MINES LTD","",,,,,
,,,,"SETTLEMENT DATE: 10/08/2014","",,,,,
,"10/02/2014","ABTU4242","Sell","SYMBOL: ABX","ABX",,140,14.5,2.52,2027.43
,,,,"BARRICK GOLD CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/07/2014","",,,,,
,"10/02/2014","ABTW0144","Sell","SYMBOL: USO","USO",,60,33.7,2.51,2019.44
,,,,"UNITED STATES OIL FUND LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 10/07/2014","",,,,,
,"10/02/2014","ABTV6776","Sell","SYMBOL: BTU","BTU",,200,11.6,2.52,2317.42
,,,,"PEABODY ENERGY CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/07/2014","",,,,,
,"10/02/2014","ABTV6855","Sell","SYMBOL: AA","AA",,150,15.29,2.52,2290.92
,,,,"ALCOA INC","",,,,,
,,,,"SETTLEMENT DATE: 10/07/2014","",,,,,
,"10/01/2014","ABTV9815","Buy","SYMBOL: USO","USO",,60,34.1,2.5,-2048.5
,,,,"UNITED STATES OIL FUND LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 10/06/2014","",,,,,
,"10/01/2014","ABTV8863","Buy","SYMBOL: EXC","EXC",,70,34.95,2.5,-2449
,,,,"EXELON CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/06/2014","",,,,,
,"10/01/2014","ABTV8964","Buy","SYMBOL: FMCC","FMC",,200,1.87,2.5,-376.5
,,,,"FEDL HOME LOAN MTG CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/06/2014","",,,,,
,"10/01/2014","ABTT3939","Sell","SYMBOL: TOUR","TOU",,90,16.58,2.51,1489.65
,,,,"TUNIU CORP SPONSORED ADS","",,,,,
,,,,"REPSTG CL A","",,,,,
,,,,"SETTLEMENT DATE: 10/06/2014","",,,,,
,"10/01/2014","ABTU6047","Sell","SYMBOL: GTAT","GTA",,200,10.6,2.52,2117.43
,,,,"GT ADVANCED TECHS INC","",,,,,
,,,,"SETTLEMENT DATE: 10/06/2014","",,,,,
,"09/30/2014","ABTV6811","Buy","SYMBOL: AA","AA",,150,16.31,2.5,-2449
,,,,"ALCOA INC","",,,,,
,,,,"SETTLEMENT DATE: 10/03/2014","",,,,,
,"09/30/2014","ABTV6750","Buy","SYMBOL: GDX","GDX",,100,21.57,2.5,-2159.5
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 10/03/2014","",,,,,
,"09/30/2014","ABTV6753","Buy","SYMBOL: BTU","BTU",,200,12.25,2.5,-2452.5
,,,,"PEABODY ENERGY CORP","",,,,,
,,,,"SETTLEMENT DATE: 10/03/2014","",,,,,
,"09/29/2014","ABTV0533","Sell","SYMBOL: GDX","GDX",,100,21.8,2.51,2177.44
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 10/02/2014","",,,,,
,"09/26/2014",,"DIVIDEND PAYMENT","SYMBOL: GG","GG",,77,0,0,3.85
,,,,"GOLDCORP INC NEW 092614 77","",,,,,
,,,,"SETTLEMENT DATE: 09/26/2014","",,,,,
,"09/25/2014","ABTV1411","Buy","SYMBOL: NLY","NLY",,100,11.29,2.5,-1131.5
,,,,"ANNALY CAPITAL MANAGEMENT INC","",,,,,
,,,,"SETTLEMENT DATE: 09/30/2014","",,,,,
,"09/25/2014","ABTV0526","Buy","SYMBOL: GDX","GDX",,100,22.1777,2.5,-2220.28
,,,,"MARKET VECTORS GOLD MINERS ETF","",,,,,
,,,,"SETTLEMENT DATE: 09/30/2014","",,,,,
,"09/25/2014","ABTV0335","Buy","SYMBOL: WY","WY",,80,31.95,2.5,-2558.5
,,,,"WEYERHAEUSER COMPANY","",,,,,
,,,,"SETTLEMENT DATE: 09/30/2014","",,,,,
,"09/23/2014","ABTU6027","Buy","SYMBOL: GTAT","GTA",,200,11.6,2.5,-2322.5
,,,,"GT ADVANCED TECHS INC","",,,,,
,,,,"SETTLEMENT DATE: 09/26/2014","",,,,,
,"09/22/2014","ABTU4251","Buy","SYMBOL: AEM","AEM",,70,30.35,2.5,-2127
,,,,"AGNICO-EAGLE MINES LTD","",,,,,
,,,,"SETTLEMENT DATE: 09/25/2014","",,,,,
,"09/22/2014","ABTU4169","Buy","SYMBOL: ABX","ABX",,140,15.45,2.5,-2165.5
,,,,"BARRICK GOLD CORP","",,,,,
,,,,"SETTLEMENT DATE: 09/25/2014","",,,,,
,"09/22/2014","ABTU4048","Buy","SYMBOL: GG","GG",,80,23.34,2.5,-1869.7
,,,,"GOLDCORP INC NEW","",,,,,
,,,,"SETTLEMENT DATE: 09/25/2014","",,,,,
,"09/22/2014","ABTT5617","Sell","SYMBOL: WB","WB",,100,20.13,2.51,2010.44
,,,,"WEIBO CORP SPONSORED ADR","",,,,,
,,,,"SETTLEMENT DATE: 09/25/2014","",,,,,
,"09/19/2014","ABTQ1989","Sell","SYMBOL: VXX","VXX",,75,26.95,2.51,2018.69
,,,,"BARCLAYS BANK PLC IPATH S&P 500 VIX SHORT","",,,,,
,,,,"TERM ETN NEW","",,,,,
,,,,"SETTLEMENT DATE: 09/24/2014","",,,,,
,"09/17/2014",,"DIVIDEND PAYMENT","SYMBOL: RIG","RIG",,50,0,0,37.5
,,,,"TRANSOCEAN LIMITED NAMEN AKT","",,,,,
,,,,"091714 50","",,,,,
,,,,"SETTLEMENT DATE: 09/17/2014","",,,,,
,"09/16/2014","ABTT3922","Sell-Call-Close","SYMBOL: CMCSA.C.55.00.20140920","CMC",,2,2.28,3.59,452.39
,,,,"CALL COMCAST CORP CL A $55 EXP 09/20/14","",,,,,
,,,,"SETTLEMENT DATE: 09/17/2014","",,,,,
,"09/11/2014",,"DIRECT ROLLOVER","DIRECT ROLLOVER","",,0,0,0,30000
,,,,"SETTLEMENT DATE: 09/11/2014","",,,,,
,"09/10/2014","ABTQ6359","Sell","SYMBOL: NLY","NLY",,150,11.685,2.52,1750.19
,,,,"ANNALY CAPITAL MANAGEMENT INC","",,,,,
,,,,"SETTLEMENT DATE: 09/15/2014","",,,,,
,"09/10/2014","ABTQ4606","Sell","SYMBOL: DIS","DIS",,25,89.26,2.52,2228.93
,,,,"WALT DISNEY CO","",,,,,
,,,,"SETTLEMENT DATE: 09/15/2014","",,,,,
,"09/10/2014",,"DIVIDEND PAYMENT","SYMBOL: X","X",,50,0,0,2.5
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"091014 50","",,,,,
,,,,"SETTLEMENT DATE: 09/10/2014","",,,,,
,"09/09/2014","ABTQ4595","Sell","SYMBOL: PFE","PFE",,50,29.015,2.51,1448.2
,,,,"PFIZER INC","",,,,,
,,,,"SETTLEMENT DATE: 09/12/2014","",,,,,
,"09/05/2014","ABTQ4627","Sell","SYMBOL: RIG","RIG",,50,37.37,2.51,1865.94
,,,,"TRANSOCEAN LIMITED NAMEN AKT","",,,,,
,,,,"SETTLEMENT DATE: 09/10/2014","",,,,,
,"09/04/2014","ABTM8692","Sell","SYMBOL: SD","SD",,300,4.9703,2.53,1488.53
,,,,"SANDRIDGE ENERGY INC","",,,,,
,,,,"SETTLEMENT DATE: 09/09/2014","",,,,,
,"09/04/2014","ABTQ4611","Sell","SYMBOL: DSW","DSW",,72,30.21,2.51,2172.56
,,,,"DSW INC CLASS A","",,,,,
,,,,"SETTLEMENT DATE: 09/09/2014","",,,,,
,"08/29/2014",,"DIVIDEND PAYMENT","SYMBOL: GG","GG",,77,0,0,3.85
,,,,"GOLDCORP INC NEW 082914 77","",,,,,
,,,,"SETTLEMENT DATE: 08/29/2014","",,,,,
,"08/28/2014","ABTQ3647","Buy","SYMBOL: TOUR","TOU",,90,18.9,2.5,-1703.5
,,,,"TUNIU CORP SPONSORED ADS","",,,,,
,,,,"REPSTG CL A","",,,,,
,,,,"SETTLEMENT DATE: 09/03/2014","",,,,,
,"08/27/2014","ABTQ1659","Buy","SYMBOL: VXX","VXX",,75,27.74,2.5,-2083
,,,,"BARCLAYS BANK PLC IPATH S&P 500 VIX SHORT","",,,,,
,,,,"TERM ETN NEW","",,,,,
,,,,"SETTLEMENT DATE: 09/02/2014","",,,,,
,"08/27/2014","ABTQ1528","Sell-Call-Close","SYMBOL: TSL.C.13.00.20140920","TSL",,5,0.25,5.21,119.78
,,,,"CALL TRINA SOLAR LTD $13 EXP 09/20/14","",,,,,
,,,,"SETTLEMENT DATE: 08/28/2014","",,,,,
,"08/22/2014","ABTO7055","Sell","SYMBOL: X","X",,50,36.64,2.51,1829.44
,,,,"UNITED STATES STEEL CORP NEW","",,,,,
,,,,"SETTLEMENT DATE: 08/27/2014","",,,,,
,"08/21/2014","ABTO7222","Sell","SYMBOL: AUY","AUY",,200,8.47,2.52,1691.44
,,,,"YAMANA GOLD INC","",,,,,
,,,,"SETTLEMENT DATE: 08/26/2014","",,,,,
,"08/18/2014",,,"N&A CHG ADDR","",,0,0,0,0
,"08/14/2014","ABTN9425","Buy","SYMBOL: PFE","PFE",,50,28.4,2.5,-1422.5
,,,,"PFIZER INC","",,,,,
,,,,"SETTLEMENT DATE: 08/19/2014","",,,,,
,"08/14/2014","ABTN9362","Buy","SYMBOL: DIS","DIS",,25,88.3,2.5,-2210
,,,,"WALT DISNEY CO","",,,,,
,,,,"SETTLEMENT DATE: 08/19/2014","",,,,,
,"08/13/2014","ABTN7223","Buy","SYMBOL: NLY","NLY",,150,11.52,2.5,-1730.5
,,,,"ANNALY CAPITAL MANAGEMENT INC","",,,,,
,,,,"SETTLEMENT DATE: 08/18/2014","",,,,,
,"08/07/2014","ABTF5364","Sell","SYMBOL: BSX","BSX",,171,12.26,2.52,2093.89
,,,,"BOSTON SCIENTIFIC CORP","",,,,,
,,,,"SETTLEMENT DATE: 08/12/2014","",,,,,
,"08/07/2014","ABTM8379","Sell","SYMBOL: UNG","UNG",,100,21.36,2.51,2133.44
,,,,"UNITED STATES NAT GAS FUND PAR $0.001","",,,,,
,,,,"LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 08/12/2014","",,,,,
,"08/07/2014","ABTM8584","Buy","SYMBOL: SD","SD",,300,5.13,2.5,-1541.5
,,,,"SANDRIDGE ENERGY INC","",,,,,
,,,,"SETTLEMENT DATE: 08/12/2014","",,,,,
,"08/07/2014","ABTM8566","Buy","SYMBOL: RIG","RIG",,50,38.3,2.5,-1917.5
,,,,"TRANSOCEAN LIMITED NAMEN AKT","",,,,,
,,,,"SETTLEMENT DATE: 08/12/2014","",,,,,
,"08/06/2014","ABTM5701","Buy","SYMBOL: AUY","AUY",,200,8.65,2.5,-1732.5
,,,,"YAMANA GOLD INC","",,,,,
,,,,"SETTLEMENT DATE: 08/11/2014","",,,,,
,"08/06/2014","ABTM5664","Buy","SYMBOL: UNG","UNG",,100,21.49,2.5,-2151.5
,,,,"UNITED STATES NAT GAS FUND PAR $0.001","",,,,,
,,,,"LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 08/11/2014","",,,,,
,"08/06/2014","ABTM5584","Buy","SYMBOL: DSW","DSW",,72,27.52,2.5,-1983.94
,,,,"DSW INC CLASS A","",,,,,
,,,,"SETTLEMENT DATE: 08/11/2014","",,,,,
,"08/05/2014","ABTM3432","Buy-Call-Open","SYMBOL: TSL.C.13.00.20140920","TSL",,5,0.53,5.2,-270.2
,,,,"CALL TRINA SOLAR LTD $13 EXP 09/20/14","",,,,,
,,,,"SETTLEMENT DATE: 08/06/2014","",,,,,
,"07/31/2014","ABTL5633","Sell","SYMBOL: UNG","UNG",,100,21.15,2.51,2112.44
,,,,"UNITED STATES NAT GAS FUND PAR $0.001","",,,,,
,,,,"LTD PARTNERSHIP","",,,,,
,,,,"SETTLEMENT DATE: 08/05/2014","",,,,,
,"07/31/2014","ABTL0747","Sell","SYMBOL: LEN","LEN",,50,36.73,2.51,1833.94
